wing   , R23  , R23_err, kk04_R23, kk04_R23_err, KD02_O32, KD02_O32_err, log_KD02_O32, log_KD02_O32_err, KK04_O32, KK04_O32_err, log_KK04_O32, log_KK04_O32_err, Halpha/Hbeta_observed, Halpha/Hbeta_observed_err, Hgamma/Hbeta_observed, Hgamma/Hbeta_observed_err, E(B-V), E(B-V)_err
central, 9.755,   1.974,     9.18,        1.898,    6.991,        4.636,        0.845,            0.288,   24.216,        39.55,        1.384,            0.709,                 3.616,                     0.167,                 0.471,                     0.034,  0.237,      0.047
