wing,R23,R23_err,kk04_R23,kk04_R23_err,KD02_O32,KD02_O32_err,log_KD02_O32,log_KD02_O32_err,KK04_O32,KK04_O32_err,log_KK04_O32,log_KK04_O32_err,Halpha/Hbeta_observed,Halpha/Hbeta_observed_err,Hgamma/Hbeta_observed,Hgamma/Hbeta_observed_err,E(B-V),E(B-V)_err
central,9.781,4.153,9.277,4.003,7.991,4.263,0.903,0.232,27.346,22.456,1.437,0.356,3.567,0.362,0.467,0.058,0.223,0.102
