wing,R23,R23_err,kk04_R23,kk04_R23_err,KD02_O32,KD02_O32_err,log_KD02_O32,log_KD02_O32_err,KK04_O32,KK04_O32_err,log_KK04_O32,log_KK04_O32_err,Halpha/Hbeta_observed,Halpha/Hbeta_observed_err,Hgamma/Hbeta_observed,Hgamma/Hbeta_observed_err,E(B-V),E(B-V)_err
central,9.784,3.006,9.289,2.899,8.164,3.447,0.912,0.183,27.932,20.527,1.446,0.319,3.567,0.362,0.467,0.058,0.206,0.073
