wing,[OIII]/Hbeta,[OIII]/Hbeta_err,log_OIIIbeta,log_OIIIbeta_err,R23,R23_err,log_R23,log_R23_err,kk04_R23,kk04_R23_err,log_kk04_R23,log_kk04_R23_err,KD02_O32,KD02_O32_err,log_KD02_O32,log_KD02_O32_err,KK04_O32,KK04_O32_err,log_KK04_O32,log_KK04_O32_err,Halpha/Hbeta,Halpha/Hbeta_err,log_Halpha_Hbeta,log_Halpha_Hbeta_err,Hgamma/Hbeta,Hgamma/Hbeta_err,log_Hgamma_Hbeta,log_Hgamma_Hbeta_err
central,6.76,0.273,0.83,0.018,9.77,0.486,0.99,0.022,9.324,0.476,0.97,0.022,9.536,4.383,0.979,0.199,34.421,42.429,1.537,0.535,3.62,0.148,0.559,0.018,0.471,0.032,-0.327,0.029
